STATE,STATE_LOWER,COUNTY,COUNTY_STATE,METRO_FLAG,POULATION,VIOLENT_CRIME,CRIMES_PER_THOUSAND,MURDER_NON_NEGLIGENT_MANSLAUGHTER,RAPE_REVISED_DEFINITION,RAPE_LEGACTY_DEFINITION,ROBBERY,AGGRAVATED_ASSAULT,PROPERTY_CRIME,BURGLARY,LARCENY_THEFT,MOTOR_VEHICLE_THEFT,ARSON
Illinois,illinois,Hamilton,Hamilton County Illinois,Nonmetropolitan Counties,"8,200",2,0.2439,0,0,,0,2,61,18,35,8,2
Texas,texas,Hamilton,Hamilton County Texas,Nonmetropolitan Counties,"8,159",0,0,0,0,,0,0,34,11,20,3,0
Tennessee,tennessee,Houston,Houston County Tennessee,Nonmetropolitan Counties,"8,149",23,2.8224,0,0,,1,22,36,10,26,0,1
Colorado,colorado,Conejos,Conejos County Colorado,Nonmetropolitan Counties,"8,130",1,0.123,0,0,,0,1,50,44,1,5,0
Nebraska,nebraska,Butler,Butler County Nebraska,Nonmetropolitan Counties,"8,115",8,0.9858,0,5,,0,3,31,12,17,2,1
Nebraska,nebraska,Richardson,Richardson County Nebraska,Nonmetropolitan Counties,"8,094",2,0.2471,0,0,,1,1,18,3,9,6,0
Nebraska,nebraska,Keith,Keith County Nebraska,Nonmetropolitan Counties,"8,063",6,0.7441,0,1,,0,5,30,9,20,1,0
Tennessee,tennessee,Hartsville/Trousdale,Trousdale County Tennessee,Metropolitan Counties,"8,042",49,6.093,0,3,,1,45,171,24,138,9,3
North Dakota,north dakota,Traill,Traill County North Dakota,Nonmetropolitan Counties,"8,014",2,0.2496,0,1,,1,0,50,10,38,2,1
Texas,texas,Winkler,Winkler County Texas,Nonmetropolitan Counties,"8,005",4,0.4997,1,0,,0,3,18,0,18,0,0
Iowa,iowa,Monroe,Monroe County Iowa,Nonmetropolitan Counties,"7,973",7,0.878,0,2,,0,5,29,8,17,4,0
Tennessee,tennessee,Perry,Perry County Tennessee,Nonmetropolitan Counties,"7,929",15,1.8918,1,1,,0,13,89,32,48,9,0
Montana,montana,Madison,Madison County Montana,Nonmetropolitan Counties,"7,915",3,0.379,0,1,,0,2,31,6,23,2,1
Arkansas,arkansas,Newton,Newton County Arkansas,Nonmetropolitan Counties,"7,913",17,2.1484,0,5,,0,12,81,34,43,4,2
Kansas,kansas,Thomas,Thomas County Kansas,Nonmetropolitan Counties,"7,904",4,0.5061,0,2,,1,1,23,1,20,2,0
Georgia,georgia,Wheeler,Wheeler County Georgia,Nonmetropolitan Counties,"7,903",1,0.1265,0,,0,1,0,78,20,55,3,0
Arkansas,arkansas,Searcy,Searcy County Arkansas,Nonmetropolitan Counties,"7,869",8,1.0166,0,0,,0,8,25,7,15,3,0
Kansas,kansas,Anderson,Anderson County Kansas,Nonmetropolitan Counties,"7,808",3,0.3842,0,1,,0,2,39,16,21,2,2
Kansas,kansas,Doniphan,Doniphan County Kansas,Metropolitan Counties,"7,797",4,0.513,0,0,,0,4,47,16,20,11,1
Oklahoma,oklahoma,Major,Major County Oklahoma,Nonmetropolitan Counties,"7,771",1,0.1287,0,0,,0,1,36,6,25,5,0
Tennessee,tennessee,Clay,Clay County Tennessee,Nonmetropolitan Counties,"7,771",14,1.8016,3,1,,0,10,41,13,23,5,0
Colorado,colorado,Kit Carson,Kit Carson County Colorado,Nonmetropolitan Counties,"7,758",7,0.9023,0,0,,0,7,46,17,21,8,1
Idaho,idaho,Lemhi,Lemhi County Idaho,Nonmetropolitan Counties,"7,735",5,0.6464,0,0,,0,5,9,1,7,1,0
Georgia,georgia,Lincoln,Lincoln County Georgia,Metropolitan Counties,"7,673",16,2.0852,0,,1,1,14,144,44,92,8,2
Montana,montana,Valley,Valley County Montana,Nonmetropolitan Counties,"7,659",6,0.7834,0,2,,0,4,24,6,17,1,0
Texas,texas,Castro,Castro County Texas,Nonmetropolitan Counties,"7,656",1,0.1306,0,0,,1,0,70,33,32,5,0
Idaho,idaho,Power,Power County Idaho,Nonmetropolitan Counties,"7,648",3,0.3923,0,0,,0,3,44,9,31,4,0
Kentucky,kentucky,Elliott,Elliott County Kentucky,Nonmetropolitan Counties,"7,648",0,0,0,0,,0,0,0,0,0,0,0
Texas,texas,La Salle,La Salle County Texas,Nonmetropolitan Counties,"7,631",2,0.2621,0,0,,0,2,30,5,24,1,0
Arkansas,arkansas,Dallas,Dallas County Arkansas,Nonmetropolitan Counties,"7,604",4,0.526,0,0,,0,4,30,4,23,3,0
Missouri,missouri,Dade,Dade County Missouri,Nonmetropolitan Counties,"7,595",20,2.6333,0,1,,0,19,53,16,32,5,0
Missouri,missouri,Chariton,Chariton County Missouri,Nonmetropolitan Counties,"7,589",28,3.6896,0,0,,0,28,49,11,37,1,0
Tennessee,tennessee,Lake,Lake County Tennessee,Nonmetropolitan Counties,"7,576",4,0.528,0,3,,0,1,5,2,2,1,0
Iowa,iowa,Worth,Worth County Iowa,Nonmetropolitan Counties,"7,569",2,0.2642,0,2,,0,0,51,11,38,2,0
Texas,texas,Swisher,Swisher County Texas,Nonmetropolitan Counties,"7,533",2,0.2655,0,2,,0,0,45,20,18,7,0
Texas,texas,Goliad,Goliad County Texas,Metropolitan Counties,"7,531",19,2.5229,0,2,,1,16,102,25,72,5,0
Oklahoma,oklahoma,Tillman,Tillman County Oklahoma,Nonmetropolitan Counties,"7,515",2,0.2661,0,0,,0,2,58,19,37,2,1
Colorado,colorado,Lake,Lake County Colorado,Nonmetropolitan Counties,"7,485",2,0.2672,0,1,,1,0,12,4,8,0,0
Wyoming,wyoming,Crook,Crook County Wyoming,Nonmetropolitan Counties,"7,444",7,0.9404,0,2,,0,5,23,7,15,1,0
Virginia,virginia,Rappahannock,Rappahannock County Virginia,Metropolitan Counties,"7,378",4,0.5422,0,1,,1,2,29,8,20,1,0
South Dakota,south dakota,Hutchinson,Hutchinson County South Dakota,Nonmetropolitan Counties,"7,301",2,0.2739,0,0,,2,0,7,5,2,0,0
Wisconsin,wisconsin,Pepin,Pepin County Wisconsin,Nonmetropolitan Counties,"7,290",2,0.2743,0,,0,0,2,32,14,17,1,0
Texas,texas,Refugio,Refugio County Texas,Nonmetropolitan Counties,"7,289",1,0.1372,0,0,,0,1,38,12,23,3,0
Kentucky,kentucky,Wolfe,Wolfe County Kentucky,Nonmetropolitan Counties,"7,259",0,0,0,0,,0,0,26,6,13,7,0
Wyoming,wyoming,Weston,Weston County Wyoming,Nonmetropolitan Counties,"7,234",5,0.6912,0,0,,0,5,7,2,4,1,0
Texas,texas,Brooks,Brooks County Texas,Nonmetropolitan Counties,"7,230",1,0.1383,0,0,,0,1,3,1,2,0,1
Iowa,iowa,Adair,Adair County Iowa,Nonmetropolitan Counties,"7,228",7,0.9685,0,0,,0,7,49,22,27,0,1
Texas,texas,Bailey,Bailey County Texas,Nonmetropolitan Counties,"7,210",9,1.2483,0,1,,0,8,50,21,25,4,0
Nebraska,nebraska,Pierce,Pierce County Nebraska,Nonmetropolitan Counties,"7,208",3,0.4162,0,,0,1,2,14,3,10,1,0
Oregon,oregon,Harney,Harney County Oregon,Nonmetropolitan Counties,"7,200",4,0.5556,0,1,,0,3,12,6,5,1,1
Georgia,georgia,Randolph,Randolph County Georgia,Nonmetropolitan Counties,"7,193",11,1.5293,0,,0,0,11,48,20,25,3,0
Oregon,oregon,Grant,Grant County Oregon,Nonmetropolitan Counties,"7,185",0,0,0,,0,0,0,27,2,25,0,0
Virginia,virginia,King and Queen,King and Queen County Virginia,Nonmetropolitan Counties,"7,158",7,0.9779,0,2,,0,5,72,14,53,5,1
Kentucky,kentucky,Nicholas,Nicholas County Kentucky,Nonmetropolitan Counties,"7,131",1,0.1402,0,0,,0,1,17,8,9,0,0
Utah,utah,Kane,Kane County Utah,Nonmetropolitan Counties,"7,131",13,1.823,0,4,,0,9,36,11,16,9,0
Texas,texas,Dallam,Dallam County Texas,Nonmetropolitan Counties,"7,121",0,0,0,0,,0,0,4,2,2,0,1
North Dakota,north dakota,Pembina,Pembina County North Dakota,Nonmetropolitan Counties,"7,091",4,0.5641,0,2,,0,2,46,14,19,13,0
Texas,texas,Childress,Childress County Texas,Nonmetropolitan Counties,"7,088",2,0.2822,0,0,,0,2,11,4,4,3,0
Idaho,idaho,Boise,Boise County Idaho,Metropolitan Counties,"7,058",6,0.8501,0,1,,0,5,77,15,60,2,0
Nebraska,nebraska,Nemaha,Nemaha County Nebraska,Nonmetropolitan Counties,"7,046",4,0.5677,0,1,,0,3,64,21,36,7,0
Virginia,virginia,Charles City,Charles City County Virginia,Metropolitan Counties,"7,040",8,1.1364,0,3,,1,4,23,12,9,2,0
Kansas,kansas,Russell,Russell County Kansas,Nonmetropolitan Counties,"7,039",2,0.2841,0,0,,0,2,39,20,19,0,0
Illinois,illinois,Schuyler,Schuyler County Illinois,Nonmetropolitan Counties,"7,032",0,0,0,0,,0,0,0,0,0,0,1
Iowa,iowa,Ida,Ida County Iowa,Nonmetropolitan Counties,"7,028",8,1.1383,0,1,,0,7,93,21,67,5,1
Iowa,iowa,Pocahontas,Pocahontas County Iowa,Nonmetropolitan Counties,"7,008",5,0.7135,0,1,,1,3,54,19,33,2,1
South Dakota,south dakota,Bon Homme,Bon Homme County South Dakota,Nonmetropolitan Counties,"6,985",0,0,0,0,,0,0,0,0,0,0,0
Kansas,kansas,Wabaunsee,Wabaunsee County Kansas,Metropolitan Counties,"6,951",13,1.8702,0,1,,0,12,55,30,21,4,0
Iowa,iowa,Fremont,Fremont County Iowa,Nonmetropolitan Counties,"6,906",22,3.1856,0,1,,0,21,81,23,43,15,3
Georgia,georgia,Clinch,Clinch County Georgia,Nonmetropolitan Counties,"6,893",8,1.1606,0,,1,3,4,60,18,41,1,0
Texas,texas,Presidio,Presidio County Texas,Nonmetropolitan Counties,"6,876",7,1.018,0,0,,0,7,16,5,9,2,0
Vermont,vermont,Grand Isle,Grand Isle County Vermont,Metropolitan Counties,"6,861",1,0.1458,0,0,,0,1,60,27,33,0,0
Minnesota,minnesota,Lac Qui Parle,Lac Qui Parle County Minnesota,Nonmetropolitan Counties,"6,856",1,0.1459,1,0,,0,0,28,11,14,3,1
Oregon,oregon,Wallowa,Wallowa County Oregon,Nonmetropolitan Counties,"6,856",8,1.1669,0,,0,0,8,40,19,17,4,1
Montana,montana,Powell,Powell County Montana,Nonmetropolitan Counties,"6,840",11,1.6082,2,3,,0,6,13,5,6,2,0
Illinois,illinois,Brown,Brown County Illinois,Nonmetropolitan Counties,"6,829",9,1.3179,0,1,,0,8,11,4,5,2,0
Louisiana,louisiana,Cameron,Cameron Parish Louisiana,Metropolitan Counties,"6,817",24,3.5206,0,4,,0,20,117,7,103,7,0
Missouri,missouri,Clark,Clark County Missouri,Nonmetropolitan Counties,"6,801",4,0.5881,0,2,,0,2,23,14,5,4,0
Georgia,georgia,Treutlen,Treutlen County Georgia,Nonmetropolitan Counties,"6,785",0,0,0,,0,0,0,60,17,40,3,0
Illinois,illinois,Alexander,Alexander County Illinois,Metropolitan Counties,"6,780",11,1.6224,0,0,,0,11,36,7,27,2,0
Idaho,idaho,Caribou,Caribou County Idaho,Nonmetropolitan Counties,"6,770",6,0.8863,0,0,,0,6,10,2,6,2,0
Kentucky,kentucky,Cumberland,Cumberland County Kentucky,Nonmetropolitan Counties,"6,759",0,0,0,0,,0,0,10,6,2,2,0
North Dakota,north dakota,Benson,Benson County North Dakota,Nonmetropolitan Counties,"6,753",1,0.1481,0,0,,0,1,31,4,19,8,0
Kentucky,kentucky,Lee,Lee County Kentucky,Nonmetropolitan Counties,"6,752",1,0.1481,0,0,,0,1,0,0,0,0,0
Arkansas,arkansas,Woodruff,Woodruff County Arkansas,Nonmetropolitan Counties,"6,741",3,0.445,0,0,,0,3,34,8,11,15,0
North Dakota,north dakota,Bottineau,Bottineau County North Dakota,Nonmetropolitan Counties,"6,716",4,0.5956,2,0,,0,2,82,28,46,8,1
Virginia,virginia,Surry,Surry County Virginia,Nonmetropolitan Counties,"6,709",16,2.3849,0,3,,2,11,40,19,15,6,1
Missouri,missouri,Gentry,Gentry County Missouri,Nonmetropolitan Counties,"6,692",5,0.7472,0,0,,0,5,29,11,15,3,0
Minnesota,minnesota,Norman,Norman County Minnesota,Nonmetropolitan Counties,"6,678",0,0,0,0,,0,0,0,0,0,0,0
Nevada,nevada,Pershing,Pershing County Nevada,Nonmetropolitan Counties,"6,634",16,2.4118,0,1,,0,15,33,7,22,4,0
Nebraska,nebraska,Burt,Burt County Nebraska,Nonmetropolitan Counties,"6,585",9,1.3667,0,,1,1,7,23,8,12,3,0
Nebraska,nebraska,Kearney,Kearney County Nebraska,Nonmetropolitan Counties,"6,585",3,0.4556,0,0,,1,2,46,13,30,3,2
Montana,montana,Blaine,Blaine County Montana,Nonmetropolitan Counties,"6,577",7,1.0643,0,1,,0,6,19,3,14,2,0
Tennessee,tennessee,Hancock,Hancock County Tennessee,Nonmetropolitan Counties,"6,572",4,0.6086,1,0,,0,3,100,24,74,2,0
Colorado,colorado,Rio Blanco,Rio Blanco County Colorado,Nonmetropolitan Counties,"6,571",1,0.1522,0,1,,0,0,32,4,28,0,0
Virginia,virginia,Bland,Bland County Virginia,Nonmetropolitan Counties,"6,561",3,0.4572,0,0,,0,3,55,24,30,1,1
South Dakota,south dakota,Spink,Spink County South Dakota,Nonmetropolitan Counties,"6,524",9,1.3795,0,0,,0,9,24,10,13,1,0
Colorado,colorado,Huerfano,Huerfano County Colorado,Nonmetropolitan Counties,"6,492",9,1.3863,0,1,,0,8,7,3,3,1,0
Georgia,georgia,Calhoun,Calhoun County Georgia,Nonmetropolitan Counties,"6,479",1,0.1543,0,,0,0,1,3,3,0,0,0
Missouri,missouri,Reynolds,Reynolds County Missouri,Nonmetropolitan Counties,"6,432",14,2.1766,1,3,,0,10,49,15,23,11,2
South Dakota,south dakota,Moody,Moody County South Dakota,Nonmetropolitan Counties,"6,430",6,0.9331,0,0,,0,6,15,4,8,3,0
Michigan,michigan,Luce,Luce County Michigan,Nonmetropolitan Counties,"6,415",6,0.9353,0,3,,0,3,50,12,37,1,0
Texas,texas,Garza,Garza County Texas,Nonmetropolitan Counties,"6,415",4,0.6235,0,2,,0,2,72,30,38,4,0
Nebraska,nebraska,Antelope,Antelope County Nebraska,Nonmetropolitan Counties,"6,414",4,0.6236,0,,0,0,4,18,1,16,1,0
Minnesota,minnesota,Wilkin,Wilkin County Minnesota,Nonmetropolitan Counties,"6,396",0,0,0,0,,0,0,14,4,9,1,0
Iowa,iowa,Wayne,Wayne County Iowa,Nonmetropolitan Counties,"6,385",12,1.8794,0,2,,0,10,69,35,30,4,1
Kentucky,kentucky,Menifee,Menifee County Kentucky,Nonmetropolitan Counties,"6,358",0,0,0,0,,0,0,19,9,10,0,0
Utah,utah,Beaver,Beaver County Utah,Nonmetropolitan Counties,"6,354",3,0.4721,0,,2,0,1,138,34,95,9,0
Missouri,missouri,Sullivan,Sullivan County Missouri,Nonmetropolitan Counties,"6,353",9,1.4167,0,1,,0,8,38,19,17,2,0
Kansas,kansas,Ellsworth,Ellsworth County Kansas,Nonmetropolitan Counties,"6,343",8,1.2612,0,1,,0,7,35,15,14,6,1
Georgia,georgia,Talbot,Talbot County Georgia,Nonmetropolitan Counties,"6,337",1,0.1578,0,,0,1,0,47,16,29,2,0
Tennessee,tennessee,Moore,Moore County Tennessee,Nonmetropolitan Counties,"6,322",8,1.2654,0,1,,0,7,64,8,50,6,0
Kansas,kansas,Mitchell,Mitchell County Kansas,Nonmetropolitan Counties,"6,282",6,0.9551,0,0,,0,6,18,6,8,4,0
Oklahoma,oklahoma,Jefferson,Jefferson County Oklahoma,Nonmetropolitan Counties,"6,276",4,0.6373,0,1,,1,2,38,10,25,3,1
Missouri,missouri,Carter,Carter County Missouri,Nonmetropolitan Counties,"6,263",16,2.5547,0,5,,0,11,50,23,22,5,1
Colorado,colorado,Saguache,Saguache County Colorado,Nonmetropolitan Counties,"6,251",2,0.3199,0,0,,0,2,42,22,17,3,0
Kansas,kansas,Greenwood,Greenwood County Kansas,Nonmetropolitan Counties,"6,244",11,1.7617,0,1,,0,10,85,34,42,9,0
Kentucky,kentucky,Fulton,Fulton County Kentucky,Nonmetropolitan Counties,"6,238",1,0.1603,0,0,,0,1,13,2,10,1,0
Iowa,iowa,Taylor,Taylor County Iowa,Nonmetropolitan Counties,"6,205",5,0.8058,1,0,,0,4,18,4,11,3,1
Texas,texas,Hartley,Hartley County Texas,Nonmetropolitan Counties,"6,193",1,0.1615,0,0,,0,1,20,12,6,2,0
Iowa,iowa,Osceola,Osceola County Iowa,Nonmetropolitan Counties,"6,154",5,0.8125,0,0,,0,5,83,24,56,3,0
Kansas,kansas,Gray,Gray County Kansas,Nonmetropolitan Counties,"6,133",9,1.4675,0,3,,0,6,48,14,30,4,0
Missouri,missouri,Shelby,Shelby County Missouri,Nonmetropolitan Counties,"6,128",4,0.6527,0,4,,0,0,21,7,14,0,0
Montana,montana,Teton,Teton County Montana,Nonmetropolitan Counties,"6,104",11,1.8021,0,1,,0,10,54,11,40,3,0
South Dakota,south dakota,Hamlin,Hamlin County South Dakota,Nonmetropolitan Counties,"6,047",4,0.6615,0,0,,0,4,17,1,15,1,0
Michigan,michigan,Ontonagon,Ontonagon County Michigan,Nonmetropolitan Counties,"6,007",3,0.4994,0,1,,0,2,14,9,4,1,0
Oklahoma,oklahoma,Cotton,Cotton County Oklahoma,Metropolitan Counties,"5,996",0,0,0,0,,0,0,8,1,7,0,0
Texas,texas,Crosby,Crosby County Texas,Metropolitan Counties,"5,977",0,0,0,0,,0,0,6,3,2,1,0
Kansas,kansas,Ottawa,Ottawa County Kansas,Nonmetropolitan Counties,"5,975",4,0.6695,0,0,,0,4,49,17,29,3,0
Texas,texas,Carson,Carson County Texas,Metropolitan Counties,"5,969",22,3.6857,0,0,,0,22,40,15,22,3,0
North Dakota,north dakota,McHenry,McHenry County North Dakota,Nonmetropolitan Counties,"5,968",1,0.1676,0,1,,0,0,45,16,20,9,0
Nebraska,nebraska,Stanton,Stanton County Nebraska,Nonmetropolitan Counties,"5,937",2,0.3369,0,,1,0,1,49,15,34,0,0
Idaho,idaho,Bear Lake,Bear Lake County Idaho,Nonmetropolitan Counties,"5,922",5,0.8443,0,2,,0,3,28,9,17,2,0
Minnesota,minnesota,Grant,Grant County Minnesota,Nonmetropolitan Counties,"5,903",1,0.1694,0,1,,0,0,45,19,24,2,0
Nevada,nevada,Lander,Lander County Nevada,Nonmetropolitan Counties,"5,903",35,5.9292,1,8,,2,24,102,43,51,8,1
Texas,texas,Floyd,Floyd County Texas,Nonmetropolitan Counties,"5,901",1,0.1695,0,0,,0,1,44,14,24,6,0
Texas,texas,San Saba,San Saba County Texas,Nonmetropolitan Counties,"5,901",0,0,0,0,,0,0,33,24,8,1,0
Oklahoma,oklahoma,Alfalfa,Alfalfa County Oklahoma,Nonmetropolitan Counties,"5,868",1,0.1704,0,0,,0,1,27,10,14,3,0
Georgia,georgia,Miller,Miller County Georgia,Nonmetropolitan Counties,"5,854",3,0.5125,0,,0,0,3,33,10,18,5,0
Georgia,georgia,Stewart,Stewart County Georgia,Nonmetropolitan Counties,"5,851",0,0,0,,0,0,0,9,1,7,1,0
Nebraska,nebraska,Cherry,Cherry County Nebraska,Nonmetropolitan Counties,"5,848",2,0.342,1,,0,1,0,11,1,6,4,0
Colorado,colorado,Gilpin,Gilpin County Colorado,Metropolitan Counties,"5,828",3,0.5148,0,0,,1,2,40,6,32,2,0
Kansas,kansas,Harper,Harper County Kansas,Nonmetropolitan Counties,"5,817",5,0.8595,0,0,,0,5,32,9,22,1,0
Nebraska,nebraska,Dixon,Dixon County Nebraska,Metropolitan Counties,"5,797",2,0.345,0,0,,0,2,78,37,38,3,0
Wisconsin,wisconsin,Iron,Iron County Wisconsin,Nonmetropolitan Counties,"5,794",7,1.2081,0,,0,0,7,74,22,46,6,2
Illinois,illinois,Stark,Stark County Illinois,Metropolitan Counties,"5,788",5,0.8639,0,1,,0,4,47,7,36,4,2
Iowa,iowa,Audubon,Audubon County Iowa,Nonmetropolitan Counties,"5,773",4,0.6929,0,0,,0,4,33,8,23,2,0
Minnesota,minnesota,Lincoln,Lincoln County Minnesota,Nonmetropolitan Counties,"5,771",12,2.0794,0,0,,0,12,0,0,0,0,0
Texas,texas,Haskell,Haskell County Texas,Nonmetropolitan Counties,"5,737",1,0.1743,0,0,,0,1,24,8,15,1,0
Texas,texas,Lynn,Lynn County Texas,Metropolitan Counties,"5,724",0,0,0,0,,0,0,29,8,12,9,0
Montana,montana,Broadwater,Broadwater County Montana,Nonmetropolitan Counties,"5,689",22,3.8671,0,2,,0,20,31,3,25,3,2
Texas,texas,Wheeler,Wheeler County Texas,Nonmetropolitan Counties,"5,657",3,0.5303,0,0,,0,3,53,15,34,4,1
Oklahoma,oklahoma,Coal,Coal County Oklahoma,Nonmetropolitan Counties,"5,651",8,1.4157,1,0,,0,7,48,9,32,7,3
Kansas,kansas,Morris,Morris County Kansas,Nonmetropolitan Counties,"5,645",8,1.4172,0,0,,0,8,38,17,21,0,0
Illinois,illinois,Putnam,Putnam County Illinois,Nonmetropolitan Counties,"5,644",0,0,0,0,,0,0,22,7,15,0,0
Texas,texas,Martin,Martin County Texas,Metropolitan Counties,"5,641",10,1.7727,0,0,,1,9,76,19,57,0,0
Nebraska,nebraska,Fillmore,Fillmore County Nebraska,Nonmetropolitan Counties,"5,619",17,3.0254,0,,0,0,17,35,10,20,5,0
Texas,texas,Hansford,Hansford County Texas,Nonmetropolitan Counties,"5,610",2,0.3565,0,1,,0,1,19,6,12,1,0
South Dakota,south dakota,McCook,McCook County South Dakota,Metropolitan Counties,"5,599",1,0.1786,0,0,,0,1,37,7,27,3,1
Kansas,kansas,Washington,Washington County Kansas,Nonmetropolitan Counties,"5,598",5,0.8932,0,0,,0,5,30,6,19,5,0
Colorado,colorado,Crowley,Crowley County Colorado,Nonmetropolitan Counties,"5,562",5,0.899,0,3,,0,2,37,19,17,1,0
Colorado,colorado,Lincoln,Lincoln County Colorado,Nonmetropolitan Counties,"5,557",0,0,0,0,,0,0,28,6,18,4,0
Kansas,kansas,Norton,Norton County Kansas,Nonmetropolitan Counties,"5,550",2,0.3604,0,0,,1,1,26,12,12,2,2
Minnesota,minnesota,Mahnomen,Mahnomen County Minnesota,Nonmetropolitan Counties,"5,457",31,5.6808,1,2,,0,28,153,40,97,16,2
North Dakota,north dakota,Ransom,Ransom County North Dakota,Nonmetropolitan Counties,"5,448",0,0,0,0,,0,0,13,3,9,1,0
South Dakota,south dakota,Walworth,Walworth County South Dakota,Nonmetropolitan Counties,"5,443",0,0,0,0,,0,0,4,2,2,0,0
South Dakota,south dakota,Tripp,Tripp County South Dakota,Nonmetropolitan Counties,"5,434",0,0,0,0,,0,0,12,1,10,1,0
Kansas,kansas,Phillips,Phillips County Kansas,Nonmetropolitan Counties,"5,428",2,0.3685,0,0,,0,2,8,4,4,0,0
Oklahoma,oklahoma,Beaver,Beaver County Oklahoma,Nonmetropolitan Counties,"5,427",2,0.3685,0,0,,0,2,26,9,16,1,0
Missouri,missouri,Atchison,Atchison County Missouri,Nonmetropolitan Counties,"5,306",1,0.1885,0,0,,0,1,5,3,2,0,0
Idaho,idaho,Lincoln,Lincoln County Idaho,Nonmetropolitan Counties,"5,297",10,1.8879,0,5,,0,5,0,0,0,0,0
Illinois,illinois,Gallatin,Gallatin County Illinois,Nonmetropolitan Counties,"5,265",2,0.3799,0,0,,0,2,41,12,28,1,1
Arkansas,arkansas,Calhoun,Calhoun County Arkansas,Nonmetropolitan Counties,"5,229",2,0.3825,1,0,,1,0,56,22,32,2,1
Nebraska,nebraska,Sheridan,Sheridan County Nebraska,Nonmetropolitan Counties,"5,220",9,1.7241,0,,0,0,9,44,11,24,9,0
Texas,texas,Delta,Delta County Texas,Nonmetropolitan Counties,"5,217",4,0.7667,0,0,,0,4,33,17,15,1,3
Virginia,virginia,Craig,Craig County Virginia,Metropolitan Counties,"5,211",2,0.3838,0,0,,0,2,6,0,5,1,0
Nebraska,nebraska,Polk,Polk County Nebraska,Nonmetropolitan Counties,"5,202",0,0,0,0,,0,0,60,11,48,1,0
Texas,texas,Jim Hogg,Jim Hogg County Texas,Nonmetropolitan Counties,"5,200",2,0.3846,0,1,,0,1,6,3,2,1,2
Minnesota,minnesota,Cook,Cook County Minnesota,Nonmetropolitan Counties,"5,194",6,1.1552,1,1,,0,4,73,13,52,8,0
Nebraska,nebraska,Johnson,Johnson County Nebraska,Nonmetropolitan Counties,"5,173",1,0.1933,0,0,,0,1,21,4,16,1,3
Georgia,georgia,Schley,Schley County Georgia,Nonmetropolitan Counties,"5,168",2,0.387,0,,1,0,1,42,20,21,1,
Nebraska,nebraska,Thayer,Thayer County Nebraska,Nonmetropolitan Counties,"5,163",5,0.9684,0,,1,0,4,35,3,30,2,0
Tennessee,tennessee,Pickett,Pickett County Tennessee,Nonmetropolitan Counties,"5,146",3,0.583,0,0,,0,3,52,12,33,7,1
North Dakota,north dakota,Dickey,Dickey County North Dakota,Nonmetropolitan Counties,"5,104",1,0.1959,0,0,,0,1,6,2,4,0,0
Illinois,illinois,Scott,Scott County Illinois,Nonmetropolitan Counties,"5,092",1,0.1964,0,0,,0,1,9,4,4,1,0
Montana,montana,Toole,Toole County Montana,Nonmetropolitan Counties,"5,087",38,7.47,0,3,,0,35,83,11,61,11,5
Iowa,iowa,Ringgold,Ringgold County Iowa,Nonmetropolitan Counties,"5,068",3,0.5919,0,0,,0,3,34,15,19,0,2
Texas,texas,Crane,Crane County Texas,Nonmetropolitan Counties,"5,048",2,0.3962,1,0,,0,1,15,3,11,1,0
Minnesota,minnesota,Big Stone,Big Stone County Minnesota,Nonmetropolitan Counties,"5,040",3,0.5952,0,0,,0,3,32,7,23,2,0
Nevada,nevada,Lincoln,Lincoln County Nevada,Nonmetropolitan Counties,"5,036",4,0.7943,1,0,,0,3,53,6,40,7,1
Oklahoma,oklahoma,Dewey,Dewey County Oklahoma,Nonmetropolitan Counties,"4,995",2,0.4004,0,1,,0,1,30,11,17,2,1
Texas,texas,Mills,Mills County Texas,Nonmetropolitan Counties,"4,900",0,0,0,0,,0,0,40,12,27,1,0
Kentucky,kentucky,Carlisle,Carlisle County Kentucky,Nonmetropolitan Counties,"4,874",2,0.4103,0,0,,0,2,19,3,16,0,0
Colorado,colorado,Washington,Washington County Colorado,Nonmetropolitan Counties,"4,864",13,2.6727,0,0,,0,13,40,10,24,6,1
Nebraska,nebraska,Furnas7,Furnas County Nebraska,Nonmetropolitan Counties,"4,862",8,1.6454,0,0,,0,8,42,12,25,5,1
Missouri,missouri,Putnam,Putnam County Missouri,Nonmetropolitan Counties,"4,858",1,0.2058,1,0,,0,0,13,4,7,2,0
Missouri,missouri,Scotland,Scotland County Missouri,Nonmetropolitan Counties,"4,854",2,0.412,0,1,,0,1,20,5,13,2,0
Nebraska,nebraska,Morrill,Morrill County Nebraska,Nonmetropolitan Counties,"4,854",2,0.412,1,,0,0,1,32,4,23,5,1
Kansas,kansas,Barber,Barber County Kansas,Nonmetropolitan Counties,"4,823",2,0.4147,0,0,,0,2,27,3,20,4,0
South Dakota,south dakota,Marshall,Marshall County South Dakota,Nonmetropolitan Counties,"4,769",2,0.4194,0,0,,0,2,51,23,27,1,0
Wyoming,wyoming,Hot Springs,Hot Springs County Wyoming,Nonmetropolitan Counties,"4,741",3,0.6328,0,0,,0,3,22,6,14,2,0
Louisiana,louisiana,Tensas,Tensas Parish Louisiana,Nonmetropolitan Counties,"4,740",7,1.4768,1,1,,0,5,31,7,22,2,0
Kansas,kansas,Republic,Republic County Kansas,Nonmetropolitan Counties,"4,725",0,0,0,0,,0,0,23,7,15,1,0
